Unnamed: 0;iso_code;continent;location;date;total_cases;new_cases;new_cases_smoothed;total_deaths;new_deaths;new_deaths_smoothed;total_cases_per_million;new_cases_per_million;new_cases_smoothed_per_million;total_deaths_per_million;new_deaths_per_million;new_deaths_smoothed_per_million;icu_patients;icu_patients_per_million;hosp_patients;hosp_patients_per_million;weekly_icu_admissions;weekly_icu_admissions_per_million;weekly_hosp_admissions;weekly_hosp_admissions_per_million;total_tests;new_tests;total_tests_per_thousand;new_tests_per_thousand;new_tests_smoothed;new_tests_smoothed_per_thousand;tests_per_case;positive_rate;tests_units;stringency_index;population;population_density;median_age;aged_65_older;aged_70_older;gdp_per_capita;extreme_poverty;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers;handwashing_facilities;hospital_beds_per_thousand;life_expectancy;human_development_index
18797;DEU;Europe;Germany;2019-12-31;;0,0;;;0,0;;;0,0;;;0,0;;;;;;;;;;;;;;;;;;;;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18798;DEU;Europe;Germany;2020-01-01;;0,0;;;0,0;;;0,0;;;0,0;;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18799;DEU;Europe;Germany;2020-01-02;;0,0;;;0,0;;;0,0;;;0,0;;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18800;DEU;Europe;Germany;2020-01-03;;0,0;;;0,0;;;0,0;;;0,0;;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18801;DEU;Europe;Germany;2020-01-04;;0,0;;;0,0;;;0,0;;;0,0;;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18802;DEU;Europe;Germany;2020-01-05;;0,0;;;0,0;;;0,0;;;0,0;;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18803;DEU;Europe;Germany;2020-01-06;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18804;DEU;Europe;Germany;2020-01-07;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18805;DEU;Europe;Germany;2020-01-08;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18806;DEU;Europe;Germany;2020-01-09;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18807;DEU;Europe;Germany;2020-01-10;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18808;DEU;Europe;Germany;2020-01-11;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18809;DEU;Europe;Germany;2020-01-12;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18810;DEU;Europe;Germany;2020-01-13;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18811;DEU;Europe;Germany;2020-01-14;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18812;DEU;Europe;Germany;2020-01-15;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18813;DEU;Europe;Germany;2020-01-16;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18814;DEU;Europe;Germany;2020-01-17;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18815;DEU;Europe;Germany;2020-01-18;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18816;DEU;Europe;Germany;2020-01-19;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18817;DEU;Europe;Germany;2020-01-20;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18818;DEU;Europe;Germany;2020-01-21;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18819;DEU;Europe;Germany;2020-01-22;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18820;DEU;Europe;Germany;2020-01-23;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;0,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18821;DEU;Europe;Germany;2020-01-24;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18822;DEU;Europe;Germany;2020-01-25;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18823;DEU;Europe;Germany;2020-01-26;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18824;DEU;Europe;Germany;2020-01-27;;0,0;0,0;;0,0;0,0;;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18825;DEU;Europe;Germany;2020-01-28;1,0;1,0;0,14300000000000002;;0,0;0,0;0,012;0,012;0,002;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18826;DEU;Europe;Germany;2020-01-29;4,0;3,0;0,5710000000000001;;0,0;0,0;0,048;0,036000000000000004;0,006999999999999999;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18827;DEU;Europe;Germany;2020-01-30;4,0;0,0;0,5710000000000001;;0,0;0,0;0,048;0,0;0,006999999999999999;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18828;DEU;Europe;Germany;2020-01-31;5,0;1,0;0,7140000000000001;;0,0;0,0;0,06;0,012;0,009000000000000001;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18829;DEU;Europe;Germany;2020-02-01;7,0;2,0;1,0;;0,0;0,0;0,084;0,024;0,012;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18830;DEU;Europe;Germany;2020-02-02;8,0;1,0;1,143;;0,0;0,0;0,095;0,012;0,013999999999999999;;0,0;0,0;;;;;;;41,378;0,494;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18831;DEU;Europe;Germany;2020-02-03;9,0;1,0;1,286;;0,0;0,0;0,107;0,012;0,015;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18832;DEU;Europe;Germany;2020-02-04;11,0;2,0;1,429;;0,0;0,0;0,131;0,024;0,017;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18833;DEU;Europe;Germany;2020-02-05;11,0;0,0;1,0;;0,0;0,0;0,131;0,0;0,012;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18834;DEU;Europe;Germany;2020-02-06;11,0;0,0;1,0;;0,0;0,0;0,131;0,0;0,012;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18835;DEU;Europe;Germany;2020-02-07;12,0;1,0;1,0;;0,0;0,0;0,14300000000000002;0,012;0,012;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18836;DEU;Europe;Germany;2020-02-08;13,0;1,0;0,857;;0,0;0,0;0,155;0,012;0,01;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18837;DEU;Europe;Germany;2020-02-09;13,0;0,0;0,7140000000000001;;0,0;0,0;0,155;0,0;0,009000000000000001;;0,0;0,0;;;;;;;24,221;0,289;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18838;DEU;Europe;Germany;2020-02-10;13,0;0,0;0,5710000000000001;;0,0;0,0;0,155;0,0;0,006999999999999999;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18839;DEU;Europe;Germany;2020-02-11;13,0;0,0;0,28600000000000003;;0,0;0,0;0,155;0,0;0,003;;0,0;0,0;;;;;;;;;;;;;;;;;;5,56;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18840;DEU;Europe;Germany;2020-02-12;15,0;2,0;0,5710000000000001;;0,0;0,0;0,179;0,024;0,006999999999999999;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18841;DEU;Europe;Germany;2020-02-13;15,0;0,0;0,5710000000000001;;0,0;0,0;0,179;0,0;0,006999999999999999;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18842;DEU;Europe;Germany;2020-02-14;15,0;0,0;0,429;;0,0;0,0;0,179;0,0;0,005;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18843;DEU;Europe;Germany;2020-02-15;15,0;0,0;0,28600000000000003;;0,0;0,0;0,179;0,0;0,003;;0,0;0,0;;;;;;;34,313;0,41;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18844;DEU;Europe;Germany;2020-02-16;15,0;0,0;0,28600000000000003;;0,0;0,0;0,179;0,0;0,003;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18845;DEU;Europe;Germany;2020-02-17;15,0;0,0;0,28600000000000003;;0,0;0,0;0,179;0,0;0,003;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18846;DEU;Europe;Germany;2020-02-18;15,0;0,0;0,28600000000000003;;0,0;0,0;0,179;0,0;0,003;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18847;DEU;Europe;Germany;2020-02-19;15,0;0,0;0,0;;0,0;0,0;0,179;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18848;DEU;Europe;Germany;2020-02-20;15,0;0,0;0,0;;0,0;0,0;0,179;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18849;DEU;Europe;Germany;2020-02-21;15,0;0,0;0,0;;0,0;0,0;0,179;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18850;DEU;Europe;Germany;2020-02-22;15,0;0,0;0,0;;0,0;0,0;0,179;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18851;DEU;Europe;Germany;2020-02-23;15,0;0,0;0,0;;0,0;0,0;0,179;0,0;0,0;;0,0;0,0;;;;;;;55,507;0,662;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18852;DEU;Europe;Germany;2020-02-24;15,0;0,0;0,0;;0,0;0,0;0,179;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18853;DEU;Europe;Germany;2020-02-25;15,0;0,0;0,0;;0,0;0,0;0,179;0,0;0,0;;0,0;0,0;;;;;;;;;;;;;;;;;;11,11;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18854;DEU;Europe;Germany;2020-02-26;17,0;2,0;0,28600000000000003;;0,0;0,0;0,203;0,024;0,003;;0,0;0,0;;;;;;;;;;;;;;;;;;16,67;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18855;DEU;Europe;Germany;2020-02-27;21,0;4,0;0,857;;0,0;0,0;0,251;0,048;0,01;;0,0;0,0;;;;;;;;;;;;;;;;;;16,67;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18856;DEU;Europe;Germany;2020-02-28;47,0;26,0;4,5710000000000015;;0,0;0,0;0,561;0,31;0,055;;0,0;0,0;;;;;;;;;;;;;;;;;;19,44;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18857;DEU;Europe;Germany;2020-02-29;57,0;10,0;6,0;;0,0;0,0;0,68;0,11900000000000001;0,07200000000000001;;0,0;0,0;;;;;;;;;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18858;DEU;Europe;Germany;2020-03-01;111,0;54,0;13,714;;0,0;0,0;1,325;0,645;0,16399999999999998;;0,0;0,0;;;;;;;177,62099999999995;2,12;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18859;DEU;Europe;Germany;2020-03-02;129,0;18,0;16,285999999999998;;0,0;0,0;1,54;0,215;0,19399999999999998;;0,0;0,0;;;;;;;;;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18860;DEU;Europe;Germany;2020-03-03;157,0;28,0;20,285999999999998;;0,0;0,0;1,874;0,33399999999999996;0,242;;0,0;0,0;;;;;;;;;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18861;DEU;Europe;Germany;2020-03-04;196,0;39,0;25,570999999999998;;0,0;0,0;2,339;0,465;0,305;;0,0;0,0;;;;;;;;;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18862;DEU;Europe;Germany;2020-03-05;262,0;66,0;34,429;;0,0;0,0;3,127;0,7879999999999999;0,41100000000000003;;0,0;0,0;;;;;;;;;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18863;DEU;Europe;Germany;2020-03-06;400,0;138,0;50,428999999999995;;0,0;0,0;4,774;1,6469999999999998;0,602;;0,0;0,0;;;;;;;;;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18864;DEU;Europe;Germany;2020-03-07;684,0;284,0;89,571;;0,0;0,0;8,164;3,39;1,069;;0,0;0,0;;;;;;;;;;;;;;;;;;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18865;DEU;Europe;Germany;2020-03-08;847,0;163,0;105,14299999999999;;0,0;0,0;10,109;1,945;1,255;;0,0;0,0;;;;;;;332,031;3,963;147093,0;;1,756;;;;;;tests performed;25,0;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18866;DEU;Europe;Germany;2020-03-09;902,0;55,0;110,429;;0,0;0,0;10,765999999999998;0,6559999999999999;1,318;;0,0;0,0;;;;;;;;;;;;;;;;;tests performed;28,7;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18867;DEU;Europe;Germany;2020-03-10;1139,0;237,0;140,286;2,0;2,0;0,28600000000000003;13,594000000000001;2,8289999999999997;1,6740000000000002;0,024;0,024;0,003;;;;;;;;;;;;;;;;;tests performed;32,87;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18868;DEU;Europe;Germany;2020-03-11;1296,0;157,0;157,143;2,0;0,0;0,28600000000000003;15,468;1,874;1,876;0,024;0,0;0,003;;;;;;;;;;;;;;;;;tests performed;32,87;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18869;DEU;Europe;Germany;2020-03-12;1567,0;271,0;186,429;3,0;1,0;0,429;18,703;3,235;2,225;0,036000000000000004;0,012;0,005;;;;;;;;;;;;;;;;;tests performed;32,87;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18870;DEU;Europe;Germany;2020-03-13;2369,0;802,0;281,286;5,0;2,0;0,7140000000000001;28,275;9,572000000000001;3,3569999999999998;0,06;0,024;0,009000000000000001;;;;;;;;;;;;;;;;;tests performed;32,87;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18871;DEU;Europe;Germany;2020-03-14;3062,0;693,0;339,714;5,0;0,0;0,7140000000000001;36,546;8,271;4,055;0,06;0,0;0,009000000000000001;;;;;;;;;;;;;;;;;tests performed;32,87;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18872;DEU;Europe;Germany;2020-03-15;3795,0;733,0;421,14300000000003;8,0;3,0;1,143;45,295;8,749;5,027;0,095;0,036000000000000004;0,013999999999999999;;;;;;;928,475;11,082;274550,0;;3,2769999999999997;;18208,0;0,217;43,235;0,023;tests performed;32,87;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18873;DEU;Europe;Germany;2020-03-16;4838,0;1043,0;562,286;12,0;4,0;1,714;57,744;12,449000000000002;6,711;0,14300000000000002;0,048;0,02;;;;;;;;;;;;;22722,0;0,271;40,41;0,025;tests performed;42,13;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
18874;DEU;Europe;Germany;2020-03-17;6012,0;1174,0;696,143;13,0;1,0;1,571;71,756;14,012;8,309;0,155;0,012;0,019;;;;;;;;;;;;;27235,0;0,325;39,12300000000001;0,026;tests performed;42,13;83783945,0;237,016;46,6;21,453000000000007;15,957;45229,245;;156,139;8,31;28,2;33,1;;8,0;81,33;0,9359999999999999
